doc,member,page,owner,name,ticker,typ,date,notified,amt,kind,amt_col,flag,bad,conf
8221322,Ro Khanna (D-CA17),02,,AND GS |RUNO USHA INTERNATIONAL CLASS AHUJA P 2010 EQUITY IRREV TRUST INSIGHTS,,P/E,01/27/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,77.7
8221322,Ro Khanna (D-CA17),02,,DC_|KIMBERLY-CLARK CORPORATION CMN,,P,01/21/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,63.5
8221322,Ro Khanna (D-CA17),02,DC,KIMBERLY-CLARK CORPORATION CMN,,P,01/21/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,79.3
8221322,Ro Khanna (D-CA17),02,,DC_|CARRIER GLOBAL CORPORATION CMN,,P,01/20/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,79.4
8221322,Ro Khanna (D-CA17),02,DC,ROCKWELLAUTOMATIGN INC CMN,,P,01/02/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,71.5
8221322,Ro Khanna (D-CA17),02,DC,"STARBUCKS CORP, CMN",,P,01/02/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,75.7
8221322,Ro Khanna (D-CA17),02,,BERKSHIRE HATHAWAY INC. CLASS B,BRKb,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,93.4
8221322,Ro Khanna (D-CA17),02,DC,COLGATE-PALMOLIVE CO CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,73.9
8221322,Ro Khanna (D-CA17),02,DC,"AMERICAN INTL GROUP, INC. CMIN",,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,70.6
8221322,Ro Khanna (D-CA17),02,,TEXAS INSTRUMENTS INC. CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,72.6
8221322,Ro Khanna (D-CA17),02,,ABBOTT LABORATORIES CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,76.2
8221322,Ro Khanna (D-CA17),02,DC,TAON |CLASSA PUBLIC LIMITED - COMPANY CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,61.5
8221322,Ro Khanna (D-CA17),02,,WASTE MANAGEMENT INC CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,81.9
8221322,Ro Khanna (D-CA17),02,,PC_|SYSCO CORPORATION CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,75.2
8221322,Ro Khanna (D-CA17),02,,BANK OF AMERICA CORP CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,77.9
8221322,Ro Khanna (D-CA17),02,,UNION _|EQTY DN PACIFIC CASH BASE CORP. JSE UNPI INT,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,85.5
8221322,Ro Khanna (D-CA17),02,,EXTRA SPACE STORAGE INC. CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,60.5
8221322,Ro Khanna (D-CA17),02,DC,ZOETIS INC. CMN CLASS A,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,78.1
8221322,Ro Khanna (D-CA17),03,SP,"DEHTT USHA PROVIDE {ALL NAME, NOT TICKER SYMBOL",,P/E,MM/DD/YY,MMsOD/Yy 7,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified,68.0
8221322,Ro Khanna (D-CA17),03,,MONTE GRANDCHILDREN DC AND |GENERAL AHUJA MILLS 2010 INCCMN IRREV TRUST FBO,,P/S/E,01/22/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,88.4
8221322,Ro Khanna (D-CA17),03,DC,SBA |CORPORATION COMMUNICATIONS CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,83.5
8221322,Ro Khanna (D-CA17),03,DC,WALT DISNEY COMPANY (THE} CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,60.3
8221322,Ro Khanna (D-CA17),03,DC,DEERE & COMPANY CMN,,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,85.4
8221322,Ro Khanna (D-CA17),03,DC,SALESFORCE INC CMN,CRM,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,78.5
8221322,Ro Khanna (D-CA17),03,DC,"METLIFE, INC. CMN",,S,01/22/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,64.7
8221322,Ro Khanna (D-CA17),03,DC,ADOBE INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,63.3
8221322,Ro Khanna (D-CA17),03,DC,LABCORP HOLDINGS INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,72.3
8221322,Ro Khanna (D-CA17),03,DC,FINTERNATIONAL PAPER CO. CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,59.4
8221322,Ro Khanna (D-CA17),03,,OC |THERMO FISHER SCIENTIFIC INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,82.6
8221322,Ro Khanna (D-CA17),03,,OC . {PFIZER INC. CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,78.5
8221322,Ro Khanna (D-CA17),03,DC,STARBUCKS CORP. CMIN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,64.6
8221322,Ro Khanna (D-CA17),03,DC,"J|CMN MARTIN MARIETTA MATERIALS, INC",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,51.7
8221322,Ro Khanna (D-CA17),03,DC,JCMN MEDTRONIC PUBLIC LIMITED COMPA,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,89.2
8221322,Ro Khanna (D-CA17),03,DC,JACCENTURE PLC CMN CLASS A,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.9
8221322,Ro Khanna (D-CA17),03,DC,COOPER COS INC/THE CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.6
8221322,Ro Khanna (D-CA17),03,DC,REGAL REXNORD CORP CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,70.8
8221322,Ro Khanna (D-CA17),03,DC,FEQEX CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,58.0
8221322,Ro Khanna (D-CA17),03,,OC (FERGUSON ENTERPRISES INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,83.7
8221322,Ro Khanna (D-CA17),04,,OND |AMAZON.COM USHA AHUJA INC CMN IRREV TRUST,AMZN.O,P/S/E,01/22/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,89.4
8221322,Ro Khanna (D-CA17),04,DC,VISAINC. CMN CLASS A,V,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.2
8221322,Ro Khanna (D-CA17),04,DC,"BUILDERS FIRSTSOURCE, INC. CMN",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.4
8221322,Ro Khanna (D-CA17),04,,"CARMAX, INC. CMIN",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,82.7
8221322,Ro Khanna (D-CA17),04,,NVRINCCMN,,S,01/22/2026,02/03/2025,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,54.3
8221322,Ro Khanna (D-CA17),04,DC,EQUITABLE HOLDINGS INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,89.6
8221322,Ro Khanna (D-CA17),04,,DOVER CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,90.1
8221322,Ro Khanna (D-CA17),04,,KEYCORP CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,34.0
8221322,Ro Khanna (D-CA17),04,,GENERAL MOTORS COMPANY CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,90.1
8221322,Ro Khanna (D-CA17),04,,KIMBERLY-CLARK CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,63.2
8221322,Ro Khanna (D-CA17),04,,"SS&C |CMN TECHNOLOGIES HOLDINGS, IN",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,81.6
8221322,Ro Khanna (D-CA17),04,DC,SOLVENTUM CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,89.9
8221322,Ro Khanna (D-CA17),04,DC,THERMO FISHER SCIENTIFIC INC CMN,,S,01/12/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,88.6
8221322,Ro Khanna (D-CA17),04,,WIX.COM LTD CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,69.7
8221322,Ro Khanna (D-CA17),04,,CARRIER GLOBAL CORPORATION CMIN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,75.3
8221322,Ro Khanna (D-CA17),04,DC,/KEYCORP CMN,,S,01/13/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,57.1
8221322,Ro Khanna (D-CA17),04,DC,REGALREXNORD CORP CMN,,S,01/13/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,75.8
8221322,Ro Khanna (D-CA17),04,DC,LABCORP HOLDINGS INC CMN,,S,01/12/26/,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,79.3
8221322,Ro Khanna (D-CA17),05,,"PROVIDE FD 2010 NAME, NOT TICKER SYMBOL",,P/E,,,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,63.5
8221322,Ro Khanna (D-CA17),05,,"AND {CMN MARTIN USHA AHUJA MARIETTA MATERIALS, DRREV TRUST FBO INC",,P/E,01/20/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,74.5
8221322,Ro Khanna (D-CA17),05,DC,FERGUSON ENTERPRISES INC CMN,,S,01/21/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.1
8221322,Ro Khanna (D-CA17),05,DC,"SS&C J{CMN TECHNOLOGIES HOLDINGS, IN",,S,01/12/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,69.1
8221322,Ro Khanna (D-CA17),05,,GENERALMOTORS COMPANY CMN,,S,01/20/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,85.7
8221322,Ro Khanna (D-CA17),06,,GRANDCHILDREN'S GS [FUND INTERNATIONAL CLASSP EDUCATION EQUITY TRUST INSIGHTS,,P/E,01/27/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,84.0
8221322,Ro Khanna (D-CA17),06,DC,KIMBERLY-CLARK CORPORATION CMN,,P,01/21/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,31.0
8221322,Ro Khanna (D-CA17),06,,KIMBERLY-CLARK CORPORATION CMN,,P,01/21/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,60.2
8221322,Ro Khanna (D-CA17),06,DC,CARRIER GLOBALCORPORATION CMN,,P,01/20/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,73.2
8221322,Ro Khanna (D-CA17),06,DC,FACTSET RESEARCH SYSTEMS INCCMN,,P,02/29/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,46.4
8221322,Ro Khanna (D-CA17),06,DC,BERKSHIRE HATHAWAY INC. CLASS 8,BRKb,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,73.8
8221322,Ro Khanna (D-CA17),06,DC,COLGATE-PALMOLIVE CO CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,73.1
8221322,Ro Khanna (D-CA17),06,,"AMERICAN INTL GROUP, INC. CMN",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,73.4
8221322,Ro Khanna (D-CA17),06,DC,TEXAS INSTRUMENTS INC. CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,59.4
8221322,Ro Khanna (D-CA17),06,,ABBOTT LABORATORIES CMN,,S,01/22/2026,02/03/2026,A/G,STOCK/FUND,AG,의심,amount-multi;owner;name-illegible,52.5
8221322,Ro Khanna (D-CA17),06,DC,AON |CLASSA PUBLIC LIMITED COMPANY CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,86.0
8221322,Ro Khanna (D-CA17),06,DC,WASTE MANAGEMENT INC CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,81.5
8221322,Ro Khanna (D-CA17),06,DC,SYSCO CORPORATION CMIN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,62.6
8221322,Ro Khanna (D-CA17),06,DC,BANK OF AMERICA CORP CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.6
8221322,Ro Khanna (D-CA17),06,DC,UNION |EQTY DN PACIFIC CASH BASE CORP. JSE UNPI INT,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.2
8221322,Ro Khanna (D-CA17),06,DC,ZOETIS INC. CMN CLASS A,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,67.0
8221322,Ro Khanna (D-CA17),06,DC,EXYRASPACE STORAGE INC. CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,74.0
8221322,Ro Khanna (D-CA17),06,DC,GENERAL MILLS INC CMIN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,amount-ambig,86.6
8221322,Ro Khanna (D-CA17),06,DC,SBA |CORPORATION COMMUNICATIONS CMN,,S,01/22/2026,02/03/2026,A/I/K,STOCK/FUND,AIK,의심,amount-multi,86.3
8221322,Ro Khanna (D-CA17),06,DC,WALT DISNEY COMPANY (THE) CMN,,S,01/22/2026,02/03/2026,A/K,STOCK/FUND,AK,의심,amount-multi,60.2
8221322,Ro Khanna (D-CA17),07,,FU ASET NAME,,P/S/E,,Cate of Transaction,A/I,STOCK/FUND,AI,의심,amount-multi;type;date;notified;owner;name-illegible,48.4
8221322,Ro Khanna (D-CA17),07,,"PROVIDE FUDT NAME, NOR TICKER SRMBOK",,P/E,% Portict t,CO),A/H/I/J/K,STOCK/FUND,AHIJK,의심,amount-multi;type;date;notified;owner;name-illegible,49.9
8221322,Ro Khanna (D-CA17),07,,GRANDCHILDREN'S _|DEGRE & COMPANY EDUCATION CMN TRUST,,P/S/E,.,01/22/26| 8,A/J,STOCK/FUND,AJ,의심,amount-multi;type;date;notified;owner,80.0
8221322,Ro Khanna (D-CA17),07,DC,"METLIFE, INC. CMAN",,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;name-illegible,39.4
8221322,Ro Khanna (D-CA17),07,,SALESFORCE INC CMN,CRM,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,77.1
8221322,Ro Khanna (D-CA17),07,,ADOBE INC CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner;name-illegible,7.2
8221322,Ro Khanna (D-CA17),07,DC,STARBUCKS CORP. CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,76.4
8221322,Ro Khanna (D-CA17),07,,DC_|LABCORP HOLDINGS INC CMN,,S,x,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,79.6
8221322,Ro Khanna (D-CA17),07,,MEDTRONIC _{CMN PUBLIC UIMITED COMPA,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,72.5
8221322,Ro Khanna (D-CA17),07,,"INTERNATIONAL PAPER CO, CMN",,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,69.1
8221322,Ro Khanna (D-CA17),07,,DC_|PFIZER INC. CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,72.7
8221322,Ro Khanna (D-CA17),07,DC,THERMO FISHER SCIENTIFIC INC CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,85.3
8221322,Ro Khanna (D-CA17),07,,"MARTIN _|CMN MARIETTA MATERIALS,INC",,S,x,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,73.9
8221322,Ro Khanna (D-CA17),07,,ACCENTURE PLC CMN CLASS A,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,78.2
8221322,Ro Khanna (D-CA17),07,DC,COOPER COS INC/THE CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,68.8
8221322,Ro Khanna (D-CA17),07,DC,FEDEX CORPORATION CMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,77.6
8221322,Ro Khanna (D-CA17),07,,REGAL REXNORD CORP CMIN,,S,x,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,60.4
8221322,Ro Khanna (D-CA17),07,DC,FERGUSON ENTERPRISES INC CMN,,S,x,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,80.9
8221322,Ro Khanna (D-CA17),07,DC,NVRINCCMN,,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;name-illegible,37.5
8221322,Ro Khanna (D-CA17),07,,AMAZON.COM INC CMN,AMZN.O,S,x,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner;name-illegible,15.8
8221322,Ro Khanna (D-CA17),07,,"BUILDERS FIRSTSOURCE, INC. CIN",,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner;name-illegible,59.7
8221322,Ro Khanna (D-CA17),07,,VISAINC. CMN CLASS A,V,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,64.1
8221322,Ro Khanna (D-CA17),07,,"CARMAX, INC. CMIN",,S,,01/22/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner;name-illegible,49.5
8221322,Ro Khanna (D-CA17),08,,FULTASTET NAME,,P/S/E,[Oatect transection},Data Transaction Raed oF,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,55.8
8221322,Ro Khanna (D-CA17),08,,GRANDCHILDREN'S |EQUITASLE HOLDINGS EDUCATION INC TRUST CMN,,P/S/E,01/22/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,76.9
8221322,Ro Khanna (D-CA17),08,,DOVER CORPORATION CMN,,S,01/2226!,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,76.9
8221322,Ro Khanna (D-CA17),08,DC,GENERAL MOTORS COMPANY CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,86.2
8221322,Ro Khanna (D-CA17),08,,DC_|KEYCORP CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,20.9
8221322,Ro Khanna (D-CA17),08,,DC_|KUMBERLY-CLARK CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,61.9
8221322,Ro Khanna (D-CA17),08,,"PC_|¢MN SS&C TECHNOLOGIES : HOLDINGS, IN",,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,73.1
8221322,Ro Khanna (D-CA17),08,DC,DECKERS OUTDOORS CORP CMN,,S,01/26/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,72.1
8221322,Ro Khanna (D-CA17),08,DC,DECKERS OUTDOORS CORP CMN,,S,01/28/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,79.3
8221322,Ro Khanna (D-CA17),08,DC,THERMO FISHER SCIENTIFIC INC CMN,,S,01/12/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,80.9
8221322,Ro Khanna (D-CA17),08,DC,SOLVENTUM CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,80.3
8221322,Ro Khanna (D-CA17),08,DC,WIX.COM LTD CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,64.6
8221322,Ro Khanna (D-CA17),08,DC,CARRIER GLOBAL CORPORATION CMN,,S,01/22/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,68.1
8221322,Ro Khanna (D-CA17),08,DC,"ULTRA CLEAN HOLDINGS, INC. CMIN",,S,01/06/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,67.3
8221322,Ro Khanna (D-CA17),08,DC,"JULTRA CLEAN HOLDINGS, INC. CMIN",,S,01/13/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,82.4
8221322,Ro Khanna (D-CA17),09,,FED] ANSETT NEME,,P/S/E,Bate of Transaction,Tranzaction,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,44.1
8221322,Ro Khanna (D-CA17),09,,TRUST _|MICROSOFT FBO KHANNA CORPORATION CHILDREN CMN,MSFT.O,P/S/E,01/23/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,83.9
8221322,Ro Khanna (D-CA17),09,DC,MORGAN [LINKED TO STANLEY S&P S00 FINANCE INDEX LLC,,P,01/16/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,81.5
8221322,Ro Khanna (D-CA17),09,,AMAZON.COM INC CMN,AMZN.O,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner;name-illegible,58.6
8221322,Ro Khanna (D-CA17),09,DC,APPLE INC. CMN,,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,name-illegible,49.7
8221322,Ro Khanna (D-CA17),09,DC,ALPHASET INC. CMN CLASS A,,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,72.0
8221322,Ro Khanna (D-CA17),09,DC,JOHNSON & JOHNSON CMN,,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,71.1
8221322,Ro Khanna (D-CA17),09,,STOCK BOSTON SCIENTIFIC CORP. COMMON,,P,01/23/2025,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,81.9
8221322,Ro Khanna (D-CA17),09,,APPUED MATERIALS INC CMN,,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,81.7
8221322,Ro Khanna (D-CA17),09,,WALT DISNEY COMPANY (THE) CMN,,P,01/06/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,의심,owner,73.5
8221322,Ro Khanna (D-CA17),09,DC,QUALCOMM INC CMN,QCOM.O,P,01/23/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,82.1
8221322,Ro Khanna (D-CA17),09,DC,THE |CMN PROCTER & GAMBLE COMPANY,,P,01/06/2026,02/03/2026,"$15,001-$50,000",STOCK/FUND,B,확인,,92.8
8221322,Ro Khanna (D-CA17),09,,MARSH ORD CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,36.8
8221322,Ro Khanna (D-CA17),09,DC,META |CLASSA PLATFORMS INC-CLASS A CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,86.3
8221322,Ro Khanna (D-CA17),09,,"ANALOG DEVICES, INC. CMN",,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,83.9
8221322,Ro Khanna (D-CA17),09,,LINDE PLC CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,51.8
8221322,Ro Khanna (D-CA17),09,,"TESLA, INC. CIN",TSLA.O,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,76.2
8221322,Ro Khanna (D-CA17),09,DC,INTERCONTINENTAL ICMN EXCHANGE INC,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.1
8221322,Ro Khanna (D-CA17),09,DC,LOWES COMPANIES INC CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,82.8
8221322,Ro Khanna (D-CA17),09,,ICMN VERIZON COMMUNICATIONS INC,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,83.5
8221322,Ro Khanna (D-CA17),10,,"PROVIDE FUL NOME, ENT TICKER SYMBOL",,P/E,4D},y,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner;name-illegible,57.0
8221322,Ro Khanna (D-CA17),10,DC,"TRUST __|METLIFE, FBO KHANNA INC. CMN CHILDREN",,P/E,01/23/2026,02/03/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type,76.1
8221322,Ro Khanna (D-CA17),10,DC,JINTUITINC CMN”,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,40.6
8221322,Ro Khanna (D-CA17),10,,PALANTIR TECHNOLOGIES INC. CMN,PLTR.O,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,78.5
8221322,Ro Khanna (D-CA17),10,DC,PALO ALTO NETWORKS INC. CMN,PANW.O,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,87.2
8221322,Ro Khanna (D-CA17),10,DC,BOOKING HOLDINGS INC. CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,77.9
8221322,Ro Khanna (D-CA17),10,,COSTCO |CMN WHOLESALE CORPORATION,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,90.3
8221322,Ro Khanna (D-CA17),10,DC,PHILIP MORRIS INTL INC CMN,,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,62.0
8221322,Ro Khanna (D-CA17),10,,SANDISK LLC CMN,SNDK.O,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,73.9
8221322,Ro Khanna (D-CA17),10,DC,NVIDIA CORPORATION CMN,NVDA.O,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,75.0
8221322,Ro Khanna (D-CA17),10,DC,QUANTA SERVICES INC CMN,PWR,P,01/23/2026,02/03/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.2
