doc,member,page,owner,name,ticker,typ,date,notified,amt,kind,amt_col,flag,bad,conf
8221358,Ro Khanna (D-CA17),21,SP,BOOKING HOLDINGS INC. CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.2
8221358,Ro Khanna (D-CA17),21,SP,INXP SEMICONDUCTORS N.V. CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,54.7
8221358,Ro Khanna (D-CA17),21,SP,PENN ENTERTAINMENT INC CMIN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,78.6
8221358,Ro Khanna (D-CA17),21,SP,"WORKDAY, INC. CMN CLASS A",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,69.4
8221358,Ro Khanna (D-CA17),21,SP,APOLLO |CMNCLASSA GLOBAL MANAGEMENT INC,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.1
8221358,Ro Khanna (D-CA17),21,SP,"ISYNOPSYS, INC. CMN",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,72.6
8221358,Ro Khanna (D-CA17),21,SP,ALPHABET INC. CMN CLASS A,GOOGL.O,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,56.3
8221358,Ro Khanna (D-CA17),21,,"/AIRBNB, INC. CMN CLASS A",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,77.2
8221358,Ro Khanna (D-CA17),21,SP,IKKR & CO. INC. CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,45.7
8221358,Ro Khanna (D-CA17),21,SP,ELECTRONIC ARTS CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,77.7
8221358,Ro Khanna (D-CA17),22,,"SP__|NETFLIX, DECLARATION INC. CMN OF TRUST",,P/S/E,02/0S/26|,03/04/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;owner,69.8
8221358,Ro Khanna (D-CA17),22,SP,"FORTINET, INC. CMN",FTNT.O,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.8
8221358,Ro Khanna (D-CA17),22,SP,"BLACKROCK FUNDING, INC. CMN",,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,78.2
8221358,Ro Khanna (D-CA17),22,,SP__|AMEREN CORPORATION CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,82.7
8221358,Ro Khanna (D-CA17),22,SP,WACK HENRY & ASSOC INC CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,87.1
8221358,Ro Khanna (D-CA17),22,SP,S&P ROYAL 500 BANK INDEX OF CANADA LINKED TO,,S,02/10/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,89.5
8221358,Ro Khanna (D-CA17),22,SP,"NASDAQ INC, CMN",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,34.8
8221358,Ro Khanna (D-CA17),22,,"SP__|ANALOG DEVICES, INC. CMN",,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,75.0
8221358,Ro Khanna (D-CA17),22,SP,"TESLA, INC. CMN",TSLA.O,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,69.4
8221358,Ro Khanna (D-CA17),22,SP,IAXALTA COATING SYSTEMS LTD. CMN,,S,02/04/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.7
8221358,Ro Khanna (D-CA17),22,SP,JCMN EDWARDS LIFESCIENCES CORPORATI,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,88.3
8221358,Ro Khanna (D-CA17),22,SP,PTCINC. CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,74.7
8221358,Ro Khanna (D-CA17),22,SP,'AXALTA COATING SYSTEMS ETD. CMN,,S,02/12/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,80.3
8221358,Ro Khanna (D-CA17),22,SP,"UBER TECHNOLOGIES, INC. CMN",,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,82.9
8221358,Ro Khanna (D-CA17),22,,SP__|ZIMMER BIOMET HOLDINGS INC,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,77.2
8221358,Ro Khanna (D-CA17),22,SP,JGENERAL MOTORS COMPANY CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,70.2
8221358,Ro Khanna (D-CA17),22,SP,IC DELL TECHNOLOGIES INC. CMIN CLASS,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,88.7
8221358,Ro Khanna (D-CA17),22,SP,TRIMBLE INC CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,64.1
8221358,Ro Khanna (D-CA17),23,SP,ROCKWELL AUTOMATION INC CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.1
8221358,Ro Khanna (D-CA17),23,SP,"BLOCK, INC. CMN CLASS A",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,79.3
8221358,Ro Khanna (D-CA17),23,,ALPHABET {CALLAWAY INC. GOLF CMN COMPANY CLASS C CMN,GOOGL.O,S/E,02/05/26; 02/12/26),03/04/26} 03/04/26;,A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,79.6
8221358,Ro Khanna (D-CA17),23,SP,JWESTERN DIGITAL CORPORATION CMN,WDC.O,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,74.7
8221358,Ro Khanna (D-CA17),23,SP,"'$S&C JCMN TECHNOLOGIES HOLDINGS, IN",,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,65.2
8221358,Ro Khanna (D-CA17),23,SP,"COSTAR GROUP, INC. CMIN",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,87.4
8221358,Ro Khanna (D-CA17),23,SP,ICMN CHARLES SCHWAB CORPORATION,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,77.9
8221358,Ro Khanna (D-CA17),23,SP,STERIS ICMN PUBLIC LIMITED COMPANY,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,85.5
8221358,Ro Khanna (D-CA17),23,SP,"JAXALTA COATING SYSTEMS _ LTD, CMN",,S,62/03/26|,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date,71.7
8221358,Ro Khanna (D-CA17),24,,"PROVIDE FOLL NOME, NOT TICKER SYMBOL",,P/E,MAUROSYY,,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,79.9
8221358,Ro Khanna (D-CA17),24,SP,"SP__|TESLA, IGEN DIGITALINC INC. CMN CMN",TSLA.O,P/S,02/05/26} 02/05/26|,03/04/26| 03/04/26;,A/I/J/K,STOCK/FUND,AIJK,의심,amount-multi;type;date;notified,67.5
8221358,Ro Khanna (D-CA17),24,SP,CALLAWAY GOLF COMPANY CMN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,90.9
8221358,Ro Khanna (D-CA17),24,,"CARDINAL IFREEPORT-MCMORAN HEALTH, INC. INC CMN CMN",FCX,P/S,02/05/26| 02/05/26!,03/04/26] 03/04/26},A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,79.2
8221358,Ro Khanna (D-CA17),24,SP,SP__|NEWS |CENTENE CORPORATION CORPORATION CMN CMN CLASS A,,S/E,02/05/26| 02/05/26|,03/04/26; 03/04/26!,A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified,84.7
8221358,Ro Khanna (D-CA17),24,,JCMN__. |INTEL UVE NATION CORPORATION ENTERTAINMENT CMN INC I,INTC.O,S/E,02/06/26| 02/05/26},03/04/26! 03/04/26;,A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,63.1
8221358,Ro Khanna (D-CA17),24,,TRUIST FINANCIAL CORPORATION,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,93.2
8221358,Ro Khanna (D-CA17),24,SP,GRAPHIC PACKAGING HLDGCO CMN,,S,02/23/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,82.7
8221358,Ro Khanna (D-CA17),24,SP,ISTOCK BOSTON SCIENTIFIC CORP. COMMON,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.3
8221358,Ro Khanna (D-CA17),25,,JESSEX PROPERTY FRUST INC CMN,,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,81.2
8221358,Ro Khanna (D-CA17),25,,PENN ENTERTAINMENT INC CMIN,,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,80.2
8221358,Ro Khanna (D-CA17),25,,"SS&C SCMN TECHNOLOGIES HOLDINGS, IN",,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,76.1
8221358,Ro Khanna (D-CA17),25,,WEST PHARMACEUTICAL SERVICES INC,,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,74.9
8221358,Ro Khanna (D-CA17),25,,"SP__|VERISIGN, {EBAY INC. CMIN INC. CMN",,S/E,03/04/26) 03/04/26|,,A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,75.4
8221358,Ro Khanna (D-CA17),25,,JALPHABET INC. CMN CLASS C,GOOGL.O,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,75.3
8221358,Ro Khanna (D-CA17),25,,"SS&C TECHNOLOGIES : HOLDINGS, IN",,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,88.7
8221358,Ro Khanna (D-CA17),25,,JEVEREST GROUP LTD CMN,,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,73.5
8221358,Ro Khanna (D-CA17),25,,STATE ICMN STREET CORPORATION (NEW,,S,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,84.3
8221358,Ro Khanna (D-CA17),26,,FETT,,P/S/E,Gate of Franszction|,Date Transaction takvedal —_,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,39.2
8221358,Ro Khanna (D-CA17),26,,"PROVIDE FALL ACME, NAT TICKER SYMBOL",,P/E,BAM /DONY,MM/oDiYY,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner;name-illegible,56.0
8221358,Ro Khanna (D-CA17),26,,/ALPHABET DECLARATION INC. OF CMN TRUST CLASS C,GOOGL.O,P/S/E,02/23/2026,03/04/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,88.0
8221358,Ro Khanna (D-CA17),26,SP,TJX COMPANIES INC (NEW) CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,86.5
8221358,Ro Khanna (D-CA17),26,SP,INORTHERN TRUST CORP CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.4
8221358,Ro Khanna (D-CA17),26,SP,XCEL ENERGY INC. CMN,XEL.O,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,60.1
8221358,Ro Khanna (D-CA17),26,SP,TAKE JINC TWO INTERACTIVE SOFTWARE,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,72.2
8221358,Ro Khanna (D-CA17),26,SP,"55&C ICMN TECHNOLOGIES HOLDINGS, IN",,S,02/26/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,69.7
8221358,Ro Khanna (D-CA17),26,,CORP CIN,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,42.3
8221358,Ro Khanna (D-CA17),26,SP,BXP INC COMMON STOCK,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.4
8221358,Ro Khanna (D-CA17),26,SP,GE \CMN HEALTHCARE TECHNOLOGIES INC,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,69.8
8221358,Ro Khanna (D-CA17),26,SP,"INTERACTIVE JICMN CLASSA BROKERS GROUP, INC",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.7
8221358,Ro Khanna (D-CA17),26,SP,CHARLES ICMN RIVER LABORATORIES INT,,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,90.2
8221358,Ro Khanna (D-CA17),26,SP,DOORDASH INC CMN CLASS A,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.7
8221358,Ro Khanna (D-CA17),26,SP,ISOUTHWESTAIRUNESCOCMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,0.0
8221358,Ro Khanna (D-CA17),26,SP,"MOLINA HEALTHCARE, INC. CMN",,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,87.1
8221358,Ro Khanna (D-CA17),26,SP,BIOGENINC.CMN,,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,63.1
8221358,Ro Khanna (D-CA17),26,SP,QUANTA SERVICES INC CMN,PWR,S,02/06/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,80.9
8221358,Ro Khanna (D-CA17),26,SP,"MICRON TECHNOLOGY, INC. CMN",MU.O,S,02/02/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,65.5
8221358,Ro Khanna (D-CA17),26,SP,"ARISTA NETWORKS, INC.CMN",ANET.K,S,02/05/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,29.4
8221358,Ro Khanna (D-CA17),28,,BOFA {INDEX 1994 FINANCE TRUST LLC LINKED TO S&P 500,,P/E,03/04/2026,,I/K,STOCK/FUND,IK,의심,amount-multi;type;notified;owner,86.7
8221358,Ro Khanna (D-CA17),28,,'SPONSORED |VISAINC. BANCO BILBAO CMN ADR CLASS VIZCAYA CMN A USD0.3296 SA ADR,V,P,03/04/26 03/04/26,,B/I/J/K,STOCK/FUND,BIJK,의심,amount-multi;date;notified;owner,79.9
8221358,Ro Khanna (D-CA17),28,,CLASSA MASTERCARD INCORPORATED CMIN,MA,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner,78.2
8221358,Ro Khanna (D-CA17),28,,ADOBEINC CMN,,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner;name-illegible,25.9
8221358,Ro Khanna (D-CA17),28,,SONY _|SPONSORED GROUP ADR CORPORATION CMN,,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner,85.6
8221358,Ro Khanna (D-CA17),28,,"FISERV, INC. CMN",,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner,76.2
8221358,Ro Khanna (D-CA17),28,,SE (SPON ADR,,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner,82.9
8221358,Ro Khanna (D-CA17),28,SP,STOCK BOSTON SCIENTIFIC CORP. COMMON,,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified,80.0
8221358,Ro Khanna (D-CA17),28,,"T-MOBILE US, INC. CMN",,P,03/04/2026,,"$15,001-$50,000",STOCK/FUND,B,의심,notified;owner,83.8
8221358,Ro Khanna (D-CA17),28,,STRYKER CORPORATION CMN,,P,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,68.3
8221358,Ro Khanna (D-CA17),28,,NOVO-NORDISK A/S ADR ADR CMN,NVO,P,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,86.7
8221358,Ro Khanna (D-CA17),28,,FAIR ISAAC INC CMN,,P,,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,date;owner,63.5
8221358,Ro Khanna (D-CA17),28,,KIMBERLY-CLARK CORPORATION CMN,,P,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner;name-illegible,59.5
8221358,Ro Khanna (D-CA17),28,,SP__|CIGNAGROUP/THECMN,,P,03/04/2026,,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner;name-illegible,9.3
8221358,Ro Khanna (D-CA17),29,,FUL ASCAT POME,,P/S/E,(Cate of Transaction,Date Transaction Hot reder,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,50.1
8221358,Ro Khanna (D-CA17),29,,SP__|ORACLE ELEVANCE 1994 TRUST CORPORATION HEALTH INC CMN CMN,ORCL.K,P/E,02/17/26} 02/17/26;,03/04/26; 03/04/26;,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,86.9
8221358,Ro Khanna (D-CA17),29,SP,JAT&TING CMN,,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,46.7
8221358,Ro Khanna (D-CA17),29,,"TAKE |AIRBNB, {INC TWO INC. INTERACTIVE CMIN CLASSA SOFTWARE",,P,02/17/26{ 02/17/26],03/04/26! 03/04/26),A/H/I/K,STOCK/FUND,AHIK,의심,amount-multi;date;notified;owner,77.6
8221358,Ro Khanna (D-CA17),29,,"NIKE {FORTINET, CLASS-B INC. CMN CMN CLASS B",FTNT.O,P,02/17/26| 02/17/26|,03/04/26] 03/04/26:,A/I/K,STOCK/FUND,AIK,의심,amount-multi;date;notified;owner,72.2
8221358,Ro Khanna (D-CA17),29,SP,"NETFLIX, INC, CMIN",,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,73.2
8221358,Ro Khanna (D-CA17),29,,"THE CHARTER JCMN HOME COMMUNICATIONS, DEPOT, INC. CMIN INC",,P,02/17/26) 02/17/26},03/04/26) _03/04/26|,A/I/K,STOCK/FUND,AIK,의심,amount-multi;date;notified;owner,73.2
8221358,Ro Khanna (D-CA17),29,SP,MARSH ORD CMN,,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.2
8221358,Ro Khanna (D-CA17),29,,"ZIMMER {STARBUCKS BIOMET CORP, HOLDINGS CMN INC",,P/E,02/17/26; 02/17/26|,03/04/26| 03/04/26|,A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,77.4
8221358,Ro Khanna (D-CA17),29,,COGNIZANT [CORP CLASSA TECHNOLOGY SOLUTIONS,,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,73.2
8221358,Ro Khanna (D-CA17),29,,AMCOR PLC CMN,,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner,73.1
8221358,Ro Khanna (D-CA17),29,SP,\GOPAPBY INC. CMN CLASS A,,P,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,78.8
8221358,Ro Khanna (D-CA17),30,,"PROVIDE FLL NAME, NOT TICKER SYMBOL",,P/S/E,MAO,AMAYDONY,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,72.7
8221358,Ro Khanna (D-CA17),31,,FULL ACTET MEME,,P/S/E,{Detect ' Transaction;,tare Tramsastion Rerteror,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,44.5
8221358,Ro Khanna (D-CA17),31,,TRUST WESTROCK PUBLIC LIMITE,,P/E,02/17/2026,03/04/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,95.1
8221358,Ro Khanna (D-CA17),31,,FLEX FLEX EURO EURO PM PM @ 21.25 82 EXP EXP,,P,02/13/26; 02/13/26|,03/04/26| 03/04/26,A/I/K,OPTION,AIK,의심,amount-multi;date;notified;owner,89.4
8221358,Ro Khanna (D-CA17),31,,02/13/2026 FLEX FLEX EURO EURO PM PM @ @ 86.84 145 EXP,,P/E,02/13/26} 02/13/26),03/04/26| 03/04/26],A/I/K,OPTION,AIK,의심,amount-multi;type;date;notified;owner,92.4
8221358,Ro Khanna (D-CA17),31,,FLEX FLEX EURO EURO PM PM @ @ 15.5 81 EXP EXP,,P,02/13/26} 02/13/26|,"03/04/26; 03/04/26,",A/I/K,OPTION,AIK,의심,amount-multi;date;notified;owner,89.8
8221358,Ro Khanna (D-CA17),31,,FLEX FLEX EURO EURO PM PM @ @ 340 27.5 EXP EXP,,P,02/13/26| 02/13/26|,03/04/26 03/04/26|,A/H/I/K,OPTION,AHIK,의심,amount-multi;date;notified;owner,94.0
8221358,Ro Khanna (D-CA17),31,,@ 645 EXP,,S,02/27/2026,03/04/2026,"$1,001-$15,000",OPTION,A,의심,owner,95.1
8221358,Ro Khanna (D-CA17),31,,@ 647 EXP,,S,02/20/2026,03/04/2026,"$1,001-$15,000",OPTION,A,의심,owner,95.5
8221358,Ro Khanna (D-CA17),31,,@ 640 EXP,,S,02/13/2026,03/04/2026,"$1,001-$15,000",OPTION,A,의심,owner,83.4
8221358,Ro Khanna (D-CA17),31,,CORPORATION @ 645 EXP CMN,,P/S/E,02/06/26; 02/17/26,03/04/26| 03/04/26,A/B/I/K,OPTION,ABIK,의심,amount-multi;type;date;notified;owner,93.9
8221358,Ro Khanna (D-CA17),33,,WALT [AUTOMATIC JCMN 1994 DISNEY TRUST DATA COMPANY PROCESSING (THE) CMN INC,,P/S/E,. 02/27/26} 02/17/26|,03/04/26} 03/04/26,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,77.5
8221358,Ro Khanna (D-CA17),33,,"COPART, |QUALCOMM INC. INC CMN CMN",QCOM.O,P/S/E,02/17/26! 02/17/25},03/04/26 03/04/26),A/I/K,STOCK/FUND,AIK,의심,amount-multi;type;date;notified;owner,73.9
8221358,Ro Khanna (D-CA17),33,SP,'ROPER TECHNOLOGIES INC CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,70.0
8221358,Ro Khanna (D-CA17),33,SP,JICMN INTERCONTINENTAL EXCHANGE INC,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,71.7
8221358,Ro Khanna (D-CA17),33,SP,"PAYPAL HOLDINGS, INC. CMN",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,77.8
8221358,Ro Khanna (D-CA17),33,SP,"CBRE GROUP, INC. CMN CLASS A",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,57.9
8221358,Ro Khanna (D-CA17),33,SP,"SYNOPSYS, INC. CMIN",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,66.0
8221358,Ro Khanna (D-CA17),33,SP,RIO TINTO PLC SPONSORED ADR,,S,02/13/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,85.6
8221358,Ro Khanna (D-CA17),33,SP,SHELL PLC SPONSORED ADR CMN,,S,02/13/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,73.9
8221358,Ro Khanna (D-CA17),33,SP,HUMANAINC. CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.1
8221358,Ro Khanna (D-CA17),33,SP,JPMORGAN CHASE & CO CMIN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,76.6
8221358,Ro Khanna (D-CA17),33,SP,"BROWN & BROWN, INC. CMN",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.2
8221358,Ro Khanna (D-CA17),34,,FADL AGRET NAME Y,,P/S/E,Date ef Transactian,Tate Transaction ftv edat,G/H,STOCK/FUND,GH,의심,amount-multi;type;date;notified;owner;name-illegible,33.1
8221358,Ro Khanna (D-CA17),34,,"PROVIDE FUIL NOME, RAT TOKER SYMBEL",,P/E,,MM/DD/YY,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner;name-illegible,59.4
8221358,Ro Khanna (D-CA17),34,SP,"!GARTNER, INC. CMN",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,61.3
8221358,Ro Khanna (D-CA17),34,,EQUIFAX INC. CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,owner;name-illegible,51.1
8221358,Ro Khanna (D-CA17),34,SP,FACTSET RESEARCH SYSTEMS INC CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,74.8
8221358,Ro Khanna (D-CA17),34,SP,GLOBAL PAYMENTS INC. CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,81.1
8221358,Ro Khanna (D-CA17),34,SP,\CAP GEMINI ADR CMN,,S,02/13/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,74.2
8221358,Ro Khanna (D-CA17),34,SP,"BLOCK, INC. CMN CLASS A",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,79.8
8221358,Ro Khanna (D-CA17),34,SP,"TRADE DESK, INC. (THE) CMN",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,83.9
8221358,Ro Khanna (D-CA17),34,SP,"WORKDAY, INC. CMN CLASS A",,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,86.2
8221358,Ro Khanna (D-CA17),34,SP,MOODY'S CORPORATION CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,65.6
8221358,Ro Khanna (D-CA17),34,SP,QUEST ICMN DIAGNOSTICS INCORPORATED,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,85.4
8221358,Ro Khanna (D-CA17),34,SP,CARVANA CO. CMN CLASS A,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,70.3
8221358,Ro Khanna (D-CA17),34,SP,REALTY INCOME CORPORATION CMN,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,84.5
8221358,Ro Khanna (D-CA17),34,SP,ROLLINS INC. REGOFF SCTASKO796638,,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,확인,,87.4
8221358,Ro Khanna (D-CA17),35,,"» PROVIDE FULL NAME, NOT TICKER SYMBOL",,P/S/E,,BRUDG YY,I/K,STOCK/FUND,IK,의심,amount-multi;type;date;notified;owner,70.2
8221358,Ro Khanna (D-CA17),35,,ACCENTURE 1994 TRUST PLC | CMN CLASS A,,P/S/E,02/17/2025,03/04/2026,I/K,STOCK/FUND,IK,의심,amount-multi;type;owner,65.5
8221358,Ro Khanna (D-CA17),35,SP,INTEL CORPORATION CMN,INTC.O,S,02/17/2026,03/04/2026,"$1,001-$15,000",STOCK/FUND,A,의심,name-illegible,47.1
8221358,Ro Khanna (D-CA17),35,,"SP__|GENUINE PARTS CO, CMN",,S,02/17/2026,o3/oa/26|,"$1,001-$15,000",STOCK/FUND,A,의심,notified;owner,84.6
